operador,linea,servicio,tipo_traccion,trenes_km,coches_km,trenes_programados,trenes_cancelados,trenes_corridos,trenes_puntuales,trenes_atrasados,regularidad_absoluta,regularidad_relativa,cumplimiento_programa,pax_pagos,pax_dia_habil,ocupacion_media,pax_km,recaudacion_pesos,tarifa_media_pesos,km_linea,estaciones,observaciones,sin_programa,periodo,tasa_cancelacion
UGOFE S.A.,Belgrano Sur,BS - Puente Alsina-Marinos del Crucero Gral. Belgrano (d),Diésel,9105.768,39154.8024,279.0,12.0,267.0,263.0,4.0,0.942652329749104,0.9850187265917603,0.956989247311828,455.0,16.88311688311688,0.1859286614609502,7280.0,,,34.104,16.0,,False,2010-10-01,0.043
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,52423.10999999999,220701.29309999998,3162.0,67.0,3095.0,2871.0,224.0,0.9079696394686907,0.9276252019386106,0.9788108791903858,357651.845496546,14226.405946561097,22.687342546212044,5007125.836951644,,,16.938,11.0,,False,2010-10-01,0.0212
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,95384.905,436862.8649,4314.0,79.0,4235.0,3724.0,511.0,0.8632359758924432,0.8793388429752066,0.9816875289754289,2023781.5025098,80500.4575381782,74.12052303316935,32380504.0401568,,,22.523,15.0,,False,2010-10-01,0.0183
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Tigre (e),Eléctrico,148544.335,864528.0297,5370.0,109.0,5261.0,4563.0,698.0,0.8497206703910615,0.8673256034974339,0.9797020484171323,2888981.97012216,114915.7506015179,60.150363754248644,52001675.462198876,,,28.235,17.0,,False,2010-10-01,0.0203
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,53038.256,159114.768,968.0,36.0,932.0,839.0,93.0,0.8667355371900827,0.9002145922746781,0.9628099173553719,44398.4437288326,1766.0478810195943,8.09198847046143,1287554.8681361454,,,56.908,10.0,,False,2010-10-01,0.0372
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,63969.776000000005,191909.328,901.0,17.0,884.0,786.0,98.0,0.8723640399556049,0.8891402714932126,0.9811320754716981,57502.2381426668,2287.280753487144,8.689337425731265,1667564.9061373372,,,72.364,12.0,,False,2010-10-01,0.0189
UGOFE S.A.,Roca,ROC - Constitución-Temperley-Bosques-Gutiérrez (d),Diésel,104854.32999999999,733980.3099999999,2860.0,95.0,2765.0,2377.0,388.0,0.8311188811188811,0.8596745027124774,0.9667832167832168,31635.0,1217.6674364896073,1.025794547540383,752913.0,,,37.922,18.0,,False,2010-10-01,0.0332
UGOFE S.A.,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,42587.32800000001,127761.98400000003,1377.0,33.0,1344.0,1341.0,3.0,0.9738562091503268,0.9977678571428571,0.9760348583877996,80736.0,3107.621247113164,12.196153747894208,1558204.8,,,31.687000000000005,10.0,,False,2010-10-01,0.024
UGOFE S.A.,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (d),Diésel,82650.96,495905.76,2677.0,101.0,2576.0,2444.0,132.0,0.9129622711991034,0.9487577639751553,0.962271199103474,163122.0,6278.752886836028,5.756406217181264,2854635.0,,,32.085,12.0,,False,2010-10-01,0.0377
UGOFE S.A.,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,157833.576,1010134.8864000001,5027.0,161.0,4866.0,4615.0,251.0,0.9180425701213447,0.9484175914508837,0.9679729460911081,3300781.668850795,127050.87255006909,61.432088139783446,62054695.374394946,,,32.436,15.0,,False,2010-10-01,0.032
UGOFE S.A.,Roca,ROC - Plaza Constitución-Glew-Korn (e),Eléctrico,179735.72,988546.46,5283.0,731.0,4552.0,4233.0,319.0,0.8012492901760363,0.929920913884007,0.8616316486844596,4129306.00319017,158941.72452618054,94.82128566058176,93735246.27241686,,,39.485,15.0,,False,2010-10-01,0.1384
UGOFE S.A.,Roca,ROC - Plaza Constitución-La Plata (d),Diésel,136239.47999999998,681197.3999999999,2672.0,92.0,2580.0,2089.0,491.0,0.781811377245509,0.8096899224806201,0.9655688622754491,2116362.5899231913,81461.22363060783,73.9424866274768,50369429.64017195,,,52.806,19.0,,False,2010-10-01,0.0344
UGOFE S.A.,Roca,ROC - Plaza Constitución-Temperley-Claypole (e),Eléctrico,11441.5,68649.0,532.0,42.0,490.0,426.0,64.0,0.8007518796992481,0.8693877551020408,0.9210526315789473,1616074.7380358437,62204.57036319645,430.80260027175837,29574167.70605594,,,23.35,12.0,,False,2010-10-01,0.0789
UGOFE S.A.,Roca,ROC - Temperley-Haedo (d),Diésel,24626.12,73878.36,978.0,38.0,940.0,840.0,100.0,0.8588957055214724,0.8936170212765957,0.9611451942740287,7653.0,294.57274826789836,1.5745557968530972,116325.59999999999,,,26.198,11.0,,False,2010-10-01,0.0389
UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,295384.32,1772305.92,5505.0,177.0,5328.0,4884.0,444.0,0.8871934604904632,0.9166666666666666,0.9678474114441417,4221068.0,162912.69780007718,54.778671618949396,97084564.0,4345785.0,1.0295463138712762,55.44,20.0,,False,2010-10-01,0.0322
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Merlo-Lobos (d),Diésel,37840.0,113520.0,990.0,110.0,880.0,538.0,342.0,0.5434343434343434,0.6113636363636363,0.8888888888888888,61777.22101233421,2426.442302134101,15.781707270592777,1791539.409357692,,,71.50515999999999,12.0,,False,2010-10-01,0.1111
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,39376.0,118128.0,915.0,59.0,856.0,734.0,122.0,0.8021857923497268,0.8574766355140186,0.9355191256830601,73263.43451244637,2877.5897294755055,17.98591020639429,2124639.600860945,,,61.761750000000006,14.0,,False,2010-10-01,0.0645
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Once-Moreno (e),Eléctrico,292258.21259999997,2466659.3143439996,8414.0,381.0,8033.0,7110.0,923.0,0.8450202044212027,0.8850989667621063,0.9547183265985263,8280464.34447522,325234.2633336693,60.42519018893896,149048358.20055395,,,36.3822,16.0,,False,2010-10-01,0.0453
