operador,linea,servicio,tipo_traccion,trenes_km,coches_km,trenes_programados,trenes_cancelados,trenes_corridos,trenes_puntuales,trenes_atrasados,regularidad_absoluta,regularidad_relativa,cumplimiento_programa,pax_pagos,pax_dia_habil,ocupacion_media,pax_km,recaudacion_pesos,tarifa_media_pesos,km_linea,estaciones,observaciones,sin_programa,periodo,tasa_cancelacion
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-La Plata (d),Diésel,135711.41999999998,678557.0999999999,2704.0,134.0,2570.0,2305.0,265.0,0.8524408284023669,0.896887159533074,0.9504437869822485,1604817.9873930346,57253.584994400095,56.28806787218678,38194668.099954225,,,52.806,19.0,,False,2005-01-01,0.0496
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Temperley-Claypole (e),Eléctrico,13379.550000000001,80277.3,588.0,15.0,573.0,543.0,30.0,0.923469387755102,0.9476439790575916,0.9744897959183674,967965.1330297894,34533.183483046356,220.657171260682,17713761.934445146,,,23.35,12.0,,False,2005-01-01,0.0255
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Temperley-Haedo (d),Diésel,24835.704,74507.11200000001,980.0,32.0,948.0,866.0,82.0,0.8836734693877552,0.9135021097046413,0.9673469387755103,4542.767633836652,162.0680568618142,0.926758079608791,69050.06803431711,,,26.198,11.0,,False,2005-01-01,0.0327
UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,197089.19999999998,1182535.2,3840.0,285.0,3555.0,2997.0,558.0,0.78046875,0.8430379746835444,0.92578125,2278554.0,87636.69230769231,44.04752132536942,52087744.44,,,55.44,20.0,Toma de Posesión UGOFESA 07/01/2005,False,2005-01-01,0.0742
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Merlo-Lobos (d),Diésel,45107.0,119082.48000000001,1180.0,131.0,1049.0,719.0,330.0,0.6093220338983051,0.6854146806482364,0.8889830508474577,69040.0,2586.7366054702134,16.81322055099961,2002160.0,,,71.50515999999999,12.0,,False,2005-01-01,0.111
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,36984.0,110952.0,914.0,110.0,804.0,613.0,191.0,0.6706783369803063,0.7624378109452736,0.8796498905908097,93246.0,3493.668040464593,24.37210685701925,2704134.0,,,61.761750000000006,14.0,,False,2005-01-01,0.1204
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Once-Moreno (e),Eléctrico,278032.77239999996,2293770.3722999995,7942.0,300.0,7642.0,6988.0,654.0,0.8798791236464366,0.9144203088196807,0.9622261395114581,7397138.0,277150.1686024728,58.04786983384476,133148484.0,,,36.3822,16.0,,False,2005-01-01,0.0378
Tren de la Costa S.A.,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,,,,,,,,,,,155636.0,,,1556360.0,,,15.3,11.0,,True,2005-01-01,
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,114365.358,686192.1479999999,4508.0,54.0,4454.0,4389.0,65.0,0.9736024844720497,0.9854063762909744,0.9880212954747116,1952323.0,69651.19514805565,49.221180974516194,33775187.9,1222055.55,0.6259494714757753,25.677,23.0,,False,2005-01-01,0.012
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,177229.7,1143131.5650000002,4144.0,16.0,4128.0,3977.0,151.0,0.9597007722007722,0.9634205426356589,0.9961389961389961,2942512.0,118841.35702746364,45.6384368670635,52170737.76,1848091.4,0.6280658838434643,51.944,22.0,,False,2005-02-01,0.0039
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,72508.75,341516.2125,2404.0,29.0,2375.0,2296.0,79.0,0.9550748752079867,0.9667368421052631,0.987936772046589,662806.8319027397,27253.570390737652,34.31293847591624,11718424.788040439,,,30.53,14.0,,False,2005-02-01,0.0121
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,41985.819,167943.276,1244.0,101.0,1143.0,1015.0,128.0,0.8159163987138264,0.8880139982502188,0.9188102893890675,266436.1680972603,10955.434543472873,25.383443690571834,4262978.689556165,,,36.733000000000004,17.0,,False,2005-02-01,0.0812
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Puente Alsina-Marinos del Crucero Gral. Belgrano (d),Diésel,7434.672,29738.688,224.0,6.0,218.0,165.0,53.0,0.7366071428571429,0.7568807339449541,0.9732142857142857,0.0,0.0,0.0,0.0,,,34.104,16.0,,False,2005-02-01,0.0268
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,48476.556,193906.224,2920.0,58.0,2862.0,2771.0,91.0,0.9489726027397261,0.9682040531097135,0.9801369863013699,301773.0,12187.92407108239,21.78796488760464,4224822.0,,,16.938,11.0,,False,2005-02-01,0.0199
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,90519.937,407339.71650000004,4072.0,53.0,4019.0,3833.0,186.0,0.9413064833005894,0.9537198308036825,0.986984282907662,1918797.0,77495.84006462035,75.36891384859595,30700752.0,,,22.523,15.0,,False,2005-02-01,0.013
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Tigre (e),Eléctrico,137363.275,741761.685,5080.0,215.0,4865.0,4009.0,856.0,0.7891732283464566,0.824049331963001,0.9576771653543307,2911936.0,117606.46203554119,70.66265225063492,52414848.0,,,28.235,17.0,,False,2005-02-01,0.0423
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,50192.856,200771.424,908.0,26.0,882.0,702.0,180.0,0.7731277533039648,0.7959183673469388,0.9713656387665198,66803.0,2698.021001615509,9.649216812846833,1937287.0,,,56.908,10.0,,False,2005-02-01,0.0286
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,62233.04,186699.12,884.0,24.0,860.0,696.0,164.0,0.7873303167420814,0.8093023255813954,0.9728506787330317,87525.0,3534.935379644588,13.595270293721791,2538225.0,,,72.364,12.0,,False,2005-02-01,0.0271
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Constitución-Temperley-Bosques-Gutiérrez (d),Diésel,48274.706,337922.942,1372.0,99.0,1273.0,1254.0,19.0,0.9139941690962099,0.9850746268656716,0.9278425655976676,3307.880882835353,129.8226406136324,0.23297490411728664,78727.5650114814,,,37.922,18.0,,False,2005-02-01,0.0722
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,34253.647000000004,102760.94100000002,1112.0,31.0,1081.0,1029.0,52.0,0.9253597122302158,0.9518963922294172,0.9721223021582733,47018.306865452934,1845.3024672469753,8.830722195345034,907453.3225032417,,,31.687000000000005,10.0,,False,2005-02-01,0.0279
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Glew-A.Korn (d),Diésel,13950.262,97651.834,1416.0,62.0,1354.0,1228.0,126.0,0.867231638418079,0.9069423929098966,0.9562146892655368,133971.17568281418,5257.89543496131,6.859634386529503,669855.8784140709,,,10.303,3.0,,False,2005-02-01,0.0438
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (d),Diésel,76490.64,458943.83999999997,2508.0,124.0,2384.0,2126.0,258.0,0.8476874003189793,0.8917785234899329,0.9505582137161085,140753.93143501255,5524.094640306615,5.36709197385179,2463193.8001127196,,,32.085,12.0,,False,2005-02-01,0.0494
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,141583.14,906132.0960000001,4660.0,295.0,4365.0,4113.0,252.0,0.882618025751073,0.9422680412371134,0.9366952789699571,2329357.820836599,91419.06675182884,48.32841395315507,43791927.03172806,,,32.436,15.0,,False,2005-02-01,0.0633
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Glew (e.),Eléctrico,93382.4,513603.19999999995,3416.0,216.0,3200.0,2968.0,232.0,0.8688524590163934,0.9275,0.936768149882904,2983774.1099925265,117102.59458369412,131.875487335029,67731672.29683036,,,29.182,13.0,,False,2005-02-01,0.0632
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-La Plata (d),Diésel,126840.01199999999,634200.0599999999,2476.0,74.0,2402.0,2104.0,298.0,0.8497576736672051,0.8759367194004996,0.970113085621971,1717224.4489743784,67394.9940727778,64.44329552032873,40869941.88559021,,,52.806,19.0,,False,2005-02-01,0.0299
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Temperley-Claypole (e),Eléctrico,12702.400000000001,76214.40000000001,560.0,16.0,544.0,500.0,44.0,0.8928571428571429,0.9191176470588235,0.9714285714285714,970151.5210022888,38075.02044749956,232.94512368190112,17753772.834341887,,,23.35,12.0,,False,2005-02-01,0.0286
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Temperley-Haedo (d),Diésel,23263.824,69791.47200000001,888.0,0.0,888.0,811.0,77.0,0.9132882882882883,0.9132882882882883,1.0,5433.80432809169,213.2576266911966,1.1834372226307774,82593.82578699368,,,26.198,11.0,,False,2005-02-01,0.0
UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,195148.8,1170892.7999999998,3672.0,152.0,3520.0,2960.0,560.0,0.8061002178649237,0.8409090909090909,0.9586056644880174,2373176.0,95692.58064516129,46.393656737832885,54321998.64,,,55.44,20.0,,False,2005-02-01,0.0414
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Merlo-Lobos (d),Diésel,41280.0,108979.20000000001,1100.0,140.0,960.0,601.0,359.0,0.5463636363636364,0.6260416666666667,0.8727272727272727,71856.0,2954.6052631578946,19.12130021141649,2083824.0,,,71.50515999999999,12.0,,False,2005-02-01,0.1273
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,34500.0,103500.0,824.0,74.0,750.0,623.0,127.0,0.7560679611650486,0.8306666666666667,0.9101941747572816,100617.0,4137.212171052632,28.192202898550725,2917893.0,,,61.761750000000006,14.0,,False,2005-02-01,0.0898
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Once-Moreno (e),Eléctrico,256057.92359999998,2048463.3887999998,7364.0,326.0,7038.0,6247.0,791.0,0.8483161325366648,0.8876101165103722,0.9557305812058664,7619957.0,313320.60032894736,66.95712832844357,137159226.0,,,36.3822,16.0,,False,2005-02-01,0.0443
Tren de la Costa S.A.,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,,,,,,,,,,,161761.0,,,1617610.0,,,15.3,11.0,,True,2005-02-01,
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,105095.961,630575.766,4184.0,91.0,4093.0,4016.0,77.0,0.9598470363288719,0.9811873931101881,0.9782504780114722,1882149.0,73867.70015698587,51.63721705727588,32561177.700000003,1188003.0999999999,0.631195032911847,25.677,23.0,,False,2005-02-01,0.0217
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,193441.5,1247697.675,4563.0,25.0,4538.0,4346.0,192.0,0.9524435678281832,0.9576906126046717,0.9945211483673022,3414936.0,129206.81044267878,47.84258436644117,59693081.28,2126107.1,0.6225906137040343,51.944,22.0,,False,2005-03-01,0.0055
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,79255.88,373295.1948,2653.0,57.0,2596.0,2372.0,224.0,0.894082171127026,0.9137134052388289,0.9785148888051263,740208.0102863789,28723.632529545164,35.057717870905684,13086877.621863179,,,30.53,14.0,,False,2005-03-01,0.0215
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,48744.691000000006,194978.76400000002,1375.0,48.0,1327.0,1185.0,142.0,0.8618181818181818,0.892991710625471,0.9650909090909091,288747.56501269626,11204.79491706233,23.694688310790294,4619961.04020314,,,36.733000000000004,17.0,,False,2005-03-01,0.0349
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Puente Alsina-Marinos del Crucero Gral. Belgrano (d),Diésel,8219.064,32876.256,248.0,7.0,241.0,227.0,14.0,0.9153225806451613,0.941908713692946,0.9717741935483871,397.42470092477237,15.421990722730786,0.1934160390646781,6358.795214796358,,,34.104,16.0,,False,2005-03-01,0.0282
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,52863.498,211453.992,3221.0,100.0,3121.0,2851.0,270.0,0.8851288419745421,0.9134892662608138,0.9689537410742005,365355.0,13823.49602724177,24.189517311169986,5114970.0,,,16.938,11.0,,False,2005-03-01,0.031
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,98042.61899999999,392170.47599999997,4479.0,126.0,4353.0,3875.0,478.0,0.865148470640768,0.8901906730990122,0.971868720696584,2219757.0,83986.26560726447,90.56294181615038,35516112.0,,,22.523,15.0,,False,2005-03-01,0.0281
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Tigre (e),Eléctrico,153880.75,830956.05,5590.0,140.0,5450.0,4789.0,661.0,0.8567084078711986,0.8787155963302752,0.9749552772808586,3397093.0,128531.70639424896,73.58713375996238,61147674.0,,,28.235,17.0,,False,2005-03-01,0.025
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,53834.968,215339.872,999.0,53.0,946.0,735.0,211.0,0.7357357357357357,0.7769556025369979,0.9469469469469469,78953.0,2987.2493378736285,10.632666299718057,2289637.0,,,56.908,10.0,,False,2005-03-01,0.0531
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,67660.34000000001,202981.02000000002,974.0,39.0,935.0,697.0,238.0,0.715605749486653,0.7454545454545455,0.9599589322381931,100043.0,3785.206205069996,14.293193521246469,2901247.0,,,72.364,12.0,,False,2005-03-01,0.04
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Constitución-Temperley-Bosques-Gutiérrez (d),Diésel,55138.587999999996,385970.116,1515.0,61.0,1454.0,1400.0,54.0,0.9240924092409241,0.9628610729023384,0.9597359735973597,3825.536297347893,139.6181130418939,0.23589329873631945,91047.76387687986,,,37.922,18.0,,False,2005-03-01,0.0403
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,37897.65200000001,113692.95600000003,1230.0,34.0,1196.0,1148.0,48.0,0.9333333333333333,0.959866220735786,0.9723577235772358,55402.625355277494,2021.9936261050182,9.404898130688547,1069270.6693568556,,,31.687000000000005,10.0,,False,2005-03-01,0.0276
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Glew-A.Korn (d),Diésel,15753.287000000002,110273.00900000002,1557.0,28.0,1529.0,1329.0,200.0,0.8535645472061657,0.86919555264879,0.9820166987797045,159358.5925824488,5816.007028556525,7.225639076487374,796792.962912244,,,10.303,3.0,,False,2005-03-01,0.018
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (d),Diésel,82169.685,493018.11,2771.0,210.0,2561.0,2178.0,383.0,0.7859978347167088,0.8504490433424443,0.9242150848069289,161949.37364837603,5910.561082057519,5.748498850978477,2834114.0388465803,,,32.085,12.0,,False,2005-03-01,0.0758
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,156471.264,1001416.0896000001,5124.0,300.0,4824.0,4384.0,440.0,0.8555815768930523,0.9087893864013267,0.9414519906323185,2743745.836159316,100136.70934888015,51.50947968131701,51582421.71979514,,,32.436,15.0,,False,2005-03-01,0.0585
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Glew (e.),Eléctrico,104850.92599999999,576680.093,3754.0,161.0,3593.0,3124.0,469.0,0.8321790090570058,0.8694684107987753,0.9571124134256793,3623628.215428913,132249.20494266108,142.63776656884934,82256360.49023633,,,29.182,13.0,,False,2005-03-01,0.0429
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-La Plata (d),Diésel,136873.152,684365.76,2734.0,142.0,2592.0,2129.0,463.0,0.7787125091441112,0.8213734567901234,0.9480614484272128,2009004.4902770785,73321.33176193718,69.86659716668828,47814306.86859447,,,52.806,19.0,,False,2005-03-01,0.0519
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Temperley-Claypole (e),Eléctrico,13356.2,80137.20000000001,616.0,44.0,572.0,453.0,119.0,0.7353896103896104,0.791958041958042,0.9285714285714286,1229362.6982252067,44867.25176004404,280.7352562545395,22497337.377521284,,,23.35,12.0,,False,2005-03-01,0.0714
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Temperley-Haedo (d),Diésel,24337.942,73013.826,982.0,53.0,929.0,846.0,83.0,0.8615071283095723,0.9106566200215285,0.9460285132382892,7453.63202603518,272.0303659136927,1.551695247359517,113295.20679573473,,,26.198,11.0,,False,2005-03-01,0.054
UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,222314.4,1333886.4,4131.0,121.0,4010.0,3435.0,575.0,0.831517792302106,0.8566084788029925,0.9707092713628661,2729398.0,103035.03208758023,46.18272804940511,61602512.86,,,55.44,20.0,,False,2005-03-01,0.0293
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Merlo-Lobos (d),Diésel,46053.0,121579.92000000001,1206.0,135.0,1071.0,519.0,552.0,0.43034825870646765,0.484593837535014,0.8880597014925373,82249.0,3191.6569654637174,19.618543917449525,2385221.0,,,71.50515999999999,12.0,,False,2005-03-01,0.1119
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,36340.0,109020.0,914.0,124.0,790.0,575.0,215.0,0.6291028446389497,0.7278481012658228,0.8643326039387309,117414.0,4556.228172293365,31.23285635663181,3405006.0,,,61.761750000000006,14.0,,False,2005-03-01,0.1357
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Once-Moreno (e),Eléctrico,283053.516,2264428.128,8101.0,321.0,7780.0,6542.0,1238.0,0.8075546228860635,0.8408740359897172,0.9603752623132946,8995148.0,349055.0252231277,71.50267301396107,161912664.0,,,36.3822,16.0,,False,2005-03-01,0.0396
Tren de la Costa S.A.,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,,,,,,,,,,,159722.0,,,1597220.0,,,15.3,11.0,,True,2005-03-01,
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,114134.265,684805.59,4602.0,157.0,4445.0,4258.0,187.0,0.9252498913515863,0.9579302587176602,0.9658843980877879,2390188.0,87233.1386861314,60.38246913258988,41350252.4,1498506.95,0.6269410397843183,25.677,23.0,,False,2005-03-01,0.0341
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,186719.9,1204343.355,4401.0,56.0,4345.0,4077.0,268.0,0.9263803680981595,0.9383199079401611,0.9872756191774597,3451944.0,130409.67132602948,50.5319122385991,60857772.72,2141163.15,0.6202774871203008,51.944,22.0,,False,2005-04-01,0.0127
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,76080.76000000001,358340.37960000004,2563.0,71.0,2492.0,2291.0,201.0,0.8938743659773702,0.9193418940609952,0.9722980881779165,720547.9812733897,27681.443767706092,35.55080318643924,12739288.308913529,,,30.53,14.0,,False,2005-04-01,0.0277
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,47238.638000000006,188954.55200000003,1330.0,44.0,1286.0,1169.0,117.0,0.8789473684210526,0.9090202177293935,0.9669172932330827,288120.8734910119,11068.800364618206,24.39705170932421,4609933.975856191,,,36.733000000000004,17.0,,False,2005-04-01,0.0331
TMB - Transportes Metropolitanos Belgrano Sur S.A.,Belgrano Sur,BS - Puente Alsina-Marinos del Crucero Gral. Belgrano (d),Diésel,7878.023999999999,31512.095999999998,240.0,9.0,231.0,231.0,0.0,0.9625,1.0,0.9625,661.1452355984514,25.39935595844992,0.335690896904326,10578.323769575223,,,34.104,16.0,,False,2005-04-01,0.0375
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,51508.458,206033.832,3112.0,71.0,3041.0,2866.0,175.0,0.9209511568123393,0.9424531404143374,0.9771850899742931,368443.0,13919.26709482433,25.035703844987943,5158202.0,,,16.938,11.0,,False,2005-04-01,0.0228
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,95429.951,381719.804,4320.0,83.0,4237.0,3814.0,423.0,0.8828703703703704,0.9001652112343639,0.9807870370370371,2248021.0,84927.12504722328,94.2270629479837,35968336.0,,,22.523,15.0,,False,2005-04-01,0.0192
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Retiro-Tigre (e),Eléctrico,148487.865,801834.471,5390.0,131.0,5259.0,4363.0,896.0,0.8094619666048237,0.8296254040692147,0.97569573283859,3425237.0,129400.71779372875,76.89151343557042,61654266.0,,,28.235,17.0,,False,2005-04-01,0.0243
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,52981.348,211925.392,965.0,34.0,931.0,756.0,175.0,0.783419689119171,0.8120300751879699,0.9647668393782384,75536.0,2853.6456365697018,10.336392346982187,2190544.0,,,56.908,10.0,,False,2005-04-01,0.0352
TBA - Trenes de Buenos Aires S.A.,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,65272.328,195816.984,938.0,36.0,902.0,596.0,306.0,0.6353944562899787,0.6607538802660754,0.9616204690831557,84637.0,3197.4688326407254,12.534525605807513,2454473.0,,,72.364,12.0,,False,2005-04-01,0.0384
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Constitución-Temperley-Bosques-Gutiérrez (d),Diésel,52066.905999999995,364468.34199999995,1462.0,89.0,1373.0,1320.0,53.0,0.9028727770177839,0.9613983976693372,0.939124487004104,4842.482068977179,177.38029556692962,0.31621696581168873,115251.07324165685,,,37.922,18.0,,False,2005-04-01,0.0609
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,36440.05,109320.15000000001,1190.0,40.0,1150.0,1083.0,67.0,0.9100840336134454,0.9417391304347826,0.9663865546218487,75842.03706573935,2778.096595814628,13.389583854108958,1463751.3153687695,,,31.687000000000005,10.0,,False,2005-04-01,0.0336
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Glew-A.Korn (d),Diésel,15217.531,106522.717,1504.0,27.0,1477.0,1261.0,216.0,0.8384308510638298,0.8537576167907921,0.9820478723404256,174561.14863008057,6394.18126850112,8.193611350998518,872805.7431504028,,,10.303,3.0,,False,2005-04-01,0.018
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (d),Diésel,80822.115,484932.69000000006,2675.0,156.0,2519.0,1951.0,568.0,0.7293457943925233,0.7745136959110758,0.9416822429906542,163351.38212576564,5983.567110833906,5.894940155923286,2858649.187200899,,,32.085,12.0,,False,2005-04-01,0.0583
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,151865.352,971938.2528000001,4940.0,258.0,4682.0,4202.0,480.0,0.8506072874493927,0.8974797095258437,0.9477732793522268,2867662.89982395,105042.59706314835,55.468608588434655,53912062.51669026,,,32.436,15.0,,False,2005-04-01,0.0522
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Glew (e.),Eléctrico,102545.548,564000.514,3614.0,100.0,3514.0,3112.0,402.0,0.8610957387935805,0.8856004553215708,0.9723298284449363,3732369.8528888333,136716.84442816238,150.22113199807563,84724795.6605765,,,29.182,13.0,,False,2005-04-01,0.0277
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-La Plata (d),Diésel,109836.48,549182.4,2638.0,558.0,2080.0,1238.0,842.0,0.46929492039423804,0.5951923076923077,0.7884761182714177,1951232.5871608192,71473.72114142195,84.56085915067106,46439335.5744275,,,52.806,19.0,,False,2005-04-01,0.2115
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Plaza Constitución-Temperley-Claypole (e),Eléctrico,12328.800000000001,73972.8,588.0,60.0,528.0,429.0,99.0,0.7295918367346939,0.8125,0.8979591836734694,1394431.9403232995,51078.09305213551,344.966048438296,25518104.507916383,,,23.35,12.0,,False,2005-04-01,0.102
TMR - Transportes Metropolitanos Gral. Roca S.A.,Roca,ROC - Temperley-Haedo (d),Diésel,24364.14,73092.42,950.0,20.0,930.0,852.0,78.0,0.8968421052631579,0.9161290322580645,0.9789473684210527,6804.669912535673,249.25530815148983,1.4150712573279447,103430.98267054222,,,26.198,11.0,,False,2005-04-01,0.0211
UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,217491.12,1304946.72,4009.0,86.0,3923.0,3342.0,581.0,0.8336243452232477,0.8518990568442518,0.9785482664005987,2895038.0,109205.50735571481,50.07178198049343,65341007.660000004,,,55.44,20.0,,False,2005-04-01,0.0215
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Merlo-Lobos (d),Diésel,43774.0,115563.36,1162.0,144.0,1018.0,722.0,296.0,0.621342512908778,0.7092337917485265,0.8760757314974182,94940.0,3647.330003841721,23.824679379346534,2753260.0,,,71.50515999999999,12.0,,False,2005-04-01,0.1239
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,33304.0,99912.0,884.0,160.0,724.0,424.0,300.0,0.4796380090497738,0.585635359116022,0.8190045248868778,106134.0,4077.3722627737225,30.80596925294259,3077886.0,,,61.761750000000006,14.0,,False,2005-04-01,0.181
TBA - Trenes de Buenos Aires S.A.,Sarmiento,SAR - Once-Moreno (e),Eléctrico,269774.013,2158192.104,7803.0,388.0,7415.0,6001.0,1414.0,0.7690631808278867,0.809305461901551,0.9502755350506216,9277418.0,356412.5240107568,77.37658000439058,166993524.0,,,36.3822,16.0,,False,2005-04-01,0.0497
Tren de la Costa S.A.,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,,,,,,,,,,,87198.0,,,871980.0,,,15.3,11.0,,True,2005-04-01,
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,109512.405,657074.4299999999,4431.0,166.0,4265.0,3811.0,454.0,0.8600767321146469,0.8935521688159437,0.9625366734371473,2435015.0,89194.68864468865,64.11109240698957,42125759.5,1517656.0999999999,0.6232635527912559,25.677,23.0,,False,2005-04-01,0.0375
